intern_id,extern_id
1,21
2,29
3,35
4,37
5,38
6,39
7,40
8,41
9,42
10,43
11,44
12,45
13,46
14,47
15,48
16,49
17,50
18,51
19,52
20,53
21,54
22,55
23,56
24,57
25,58
26,59
27,60
28,61
29,62
30,63
31,64
32,65
33,66
34,67
35,68
36,69
37,70
38,71
39,72
40,73
41,74
42,75
43,76
44,77
45,78
46,79
47,80
48,81
49,82
50,100
51,102
52,103
53,124
54,125
55,132
56,134
57,138
