scenario,yr,avg_temp_anomaly,avg_wind_anomaly,avg_solar_anomaly,avg_hydro_anomaly,avg_load_anomaly,prop_demand_unmet,prop_demand_unmet_hrs,prop_curtailed,prop_congested_pos_hrs,prop_congested_neg_hrs,prop_congested_pos_with_unmet_demand_hrs,conditional_entropy,prop_zoneJK_with_zoneG_shortage,batt_cap_sf
59,1998,2.051272172093527,-65.69988912878883,2376.612004986825,-24642.583418899074,3675.2513184674053,0.4337,0.3378623188405797,0.4216,0.8369565217391305,0.0,0.4036796536796537,0.42285856066527433,0.9348370927318296,0.9133333333333333
60,1998,1.551272172093527,-2026.6996888751644,-1876.3151128573788,12045.101156118079,3872.1118280080273,0.6133,0.5570652173913043,0.1968,0.8165760869565217,0.0,0.6821963394342762,0.5128724531324838,0.9978835978835979,0.7426666666666666
61,1998,1.551272172093527,-551.0958791650207,2894.122856103975,12045.101156118079,2968.1324784419876,0.3953,0.28940217391304346,0.4361,0.8591485507246377,0.0,0.33684765419082763,0.3122590814795379,0.9196141479099679,1.2573333333333334
62,1998,1.281272172093527,-1483.0561800345852,-560.4914763175235,16960.078779759166,2831.9342460915905,0.4885,0.41304347826086957,0.2965,0.8858695652173914,0.0,0.4662576687116564,0.4923978301942316,0.9907578558225508,1.3106666666666666
63,1998,1.281272172093527,-26.868209925889566,-1514.6556864745287,16960.078779759166,2852.2330717899554,0.4403,0.3804347826086957,0.293,0.8478260869565217,0.0,0.44871794871794873,0.4887517139206734,0.9954022988505747,1.1320000000000001
64,1998,1.281272172093527,70.2109880813573,2044.1189351921391,16960.078779759166,1942.0320542428028,0.3809,0.29030797101449274,0.407,0.6227355072463768,0.004528985507246377,0.4661818181818182,0.4415909752102869,0.9607329842931938,0.692
65,1998,1.281272172093527,1215.7455245668643,-405.76214494071195,16960.078779759166,2623.3514412973022,0.4023,0.33605072463768115,0.3562,0.7884963768115942,0.0,0.42619184376794944,0.5107240454443732,0.9847560975609756,0.868
66,1998,2.2512721720935267,-2395.600641302701,1035.2963035375487,15702.451656979343,4704.926287302839,0.5904,0.48686594202898553,0.3461,0.9057971014492754,0.0,0.5375,0.3745257582476099,0.9650655021834061,1.1560000000000001
67,1998,2.281272172093527,-2764.5015937302373,-3734.201961879117,-45345.72928930109,5654.958852324389,0.7031,0.6589673913043478,0.0809,0.8808876811594203,0.0,0.7480719794344473,0.4308831764067437,1.0,0.6679999999999999
68,1998,2.281272172093527,-1405.3928216287884,-1826.440775695542,-45345.72928930109,5411.005206619243,0.5978,0.5403079710144928,0.2132,0.9094202898550725,0.0,0.5941235059760956,0.561915374079942,1.0,1.1480000000000001
69,1998,2.0012721720935267,-2065.5313680780637,-3604.7960632438517,-18857.30276565258,5410.540796560382,0.6522,0.6014492753623188,0.0934,0.8596014492753623,0.0,0.6996838777660696,0.33702115416544715,1.0,1.3639999999999999
70,1998,3.201272172093527,-706.4225959766138,-488.35676090085684,-38573.29234823258,7650.540742148721,0.5944,0.5371376811594203,0.237,0.8215579710144928,0.0,0.6538037486218302,0.5861837863309431,0.9870410367170627,1.0919999999999999
71,1998,3.201272172093527,1487.5672789871533,-1648.1647272052048,-38573.29234823258,8161.479973670999,0.5415,0.5072463768115942,0.2536,0.8555253623188406,0.0,0.5929062996294335,0.6326790932000961,0.9971910112359551,1.0093333333333332
72,1998,3.741272172093527,1584.646476994401,-464.0574985940943,-151023.54129890676,9743.170508398905,0.5582,0.5163043478260869,0.2486,0.7653985507246377,0.009057971014492754,0.6745562130177515,0.5029185268584355,0.9774881516587678,1.1773333333333333
73,1998,3.741272172093527,2303.0325422480237,-2680.223750671388,-151023.54129890676,10206.07788258884,0.5706,0.541213768115942,0.2166,0.8591485507246377,0.0,0.6299420137058513,0.42038511726377875,1.0,1.3186666666666667
74,1998,3.741272172093527,-2550.927358114295,2679.806254352765,-151023.54129890676,8734.65714692571,0.6813,0.5502717391304348,0.347,0.9393115942028986,0.0,0.585824493731919,0.4542673126363658,0.9291754756871036,1.3239999999999998
75,1998,3.741272172093527,-919.9968315925568,-1005.214374101339,-151023.54129890676,9692.721003868199,0.6695,0.6245471014492754,0.196,0.8455615942028986,0.0,0.738618103910016,0.46241543778943006,0.9966358284272497,0.6813333333333333
76,1998,3.741272172093527,-395.7691623534259,-1211.3693742945763,-151023.54129890676,10035.94088882606,0.6608,0.6173007246376812,0.2226,0.8994565217391305,0.0,0.6863041289023162,0.4285885876660997,0.9961202715809894,0.6973333333333334
77,1998,3.1312721720935266,905.0920909436761,-3503.7298498682476,-43806.829670304745,8114.129199548854,0.5952,0.5584239130434783,0.1451,0.7518115942028986,0.0009057971014492754,0.7427710843373494,0.44470751510754236,1.0,0.8706666666666667
78,1998,2.7312721720935267,943.9237701465755,2090.6333491716064,-47502.83548174648,6033.4853188875995,0.4403,0.35190217391304346,0.3622,0.7092391304347826,0.009057971014492754,0.49616858237547895,0.47488191298520893,0.9441340782122905,1.3213333333333332
79,1998,2.7312721720935267,1390.4880809799085,131.5730827947959,-47502.83548174648,6371.015171262132,0.4512,0.389945652173913,0.3324,0.8442028985507246,0.0,0.4619098712446352,0.4752899713319497,0.9757914338919925,0.9666666666666666
80,1998,2.6912721720935266,1953.5474294219368,-177.6395490530304,-124014.77021201926,6391.835802384381,0.4695,0.40942028985507245,0.3294,0.8265398550724637,0.0,0.49534246575342467,0.4980381486657747,0.9778225806451613,0.9853333333333333
81,1998,2.5612721720935268,2769.012692682805,364.0731674143612,-5673.54052831332,5887.7015133311415,0.4217,0.3691123188405797,0.3725,0.8120471014492754,0.0,0.45454545454545453,0.6106895017488914,0.9849246231155779,0.7266666666666666
82,1998,1.2512721720935267,-143.36324753458535,-3655.024814179842,10182.911756685013,3252.361862651616,0.5169,0.4773550724637681,0.1681,0.7060688405797102,0.001358695652173913,0.6760744066709429,0.4484061619864252,1.0,0.66
83,1998,1.2512721720935267,-1114.155227607049,-3835.543971873079,10182.911756685013,3456.153422375444,0.5475,0.511322463768116,0.1561,0.8845108695652174,0.0,0.5780849974398361,0.4845024060397155,1.0,1.3026666666666666
84,1998,1.2512721720935267,788.5970533349806,2998.3955693708817,10182.911756685013,1749.4234055034394,0.346,0.25,0.467,0.7767210144927537,0.0,0.321865889212828,0.35654132946210787,0.9173913043478261,0.98
85,1998,1.2512721720935267,-2415.0164809041503,548.49271496267,10182.911756685013,2501.489063388705,0.534,0.43976449275362317,0.3385,0.8976449275362319,0.0,0.4899091826437941,0.5164809783423736,0.9771528998242531,1.0413333333333332
86,1998,1.2512721720935267,-259.85828514328125,3875.2029067380313,10182.911756685013,1349.078679254417,0.3614,0.24954710144927536,0.4907,0.8125,0.0,0.3071348940914158,0.3435483558045508,0.9124423963133641,0.9106666666666666
87,1998,1.2512721720935267,-298.6899643461795,832.1656770520408,10182.911756685013,2480.9746735526273,0.4357,0.3482789855072464,0.3788,0.8482789855072463,0.0,0.41057127602776294,0.4581829728223575,0.9610027855153204,1.2839999999999998
88,1998,1.2512721720935267,2070.0424670306325,-328.3146224044798,10182.911756685013,2711.486463994078,0.3639,0.30480072463768115,0.3657,0.7794384057971014,0.0,0.39105171411969786,0.5489833780503776,0.9802631578947368,0.9933333333333333
89,1998,1.2512721720935267,-2337.3531224983535,-3448.717205387572,10182.911756685013,3628.5865786506074,0.6432,0.5978260869565217,0.14,0.9103260869565217,0.0,0.6567164179104478,0.48477537090963796,1.0,1.036
90,1998,1.2512721720935267,-997.6601899983532,3282.068531460254,10182.911756685013,1356.3959413614361,0.3589,0.25271739130434784,0.4688,0.8464673913043478,0.0,0.2985553772070626,0.3176758096155342,0.9391304347826087,1.2893333333333334
91,1998,3.6512721720935266,-221.02660594038215,2963.606578905906,-45126.49687286033,8249.676339272117,0.5526,0.447463768115942,0.3984,0.8768115942028986,0.0,0.5103305785123967,0.3454946482918818,0.930835734870317,0.9186666666666666
92,1998,3.321272172093527,-3016.9075085490776,1495.8056161039744,-48170.48582505182,7617.129632832749,0.7092,0.5932971014492754,0.3209,0.9375,0.0,0.6328502415458938,0.4302115852068586,0.9690309690309691,0.8999999999999999
93,1998,3.321272172093527,594.4386573204865,-2782.4443760216295,-48170.48582505182,8707.189628024566,0.5961,0.5606884057971014,0.2049,0.8727355072463768,0.0,0.6424494032174364,0.4020950213836478,1.0,0.7053333333333333
94,1998,2.851272172093527,-2473.263999708498,-3709.427710405687,-60505.51269480325,7966.304846475307,0.7474,0.7083333333333334,0.0887,0.9411231884057971,0.0,0.7526467757459095,0.39963379306586566,1.0,1.1880000000000002
95,1998,2.591272172093527,1138.0821661610662,-3631.634134536123,-34310.42539933,7176.129685614445,0.5571,0.5294384057971014,0.1939,0.8605072463768116,0.0,0.6152631578947368,0.45260768474120017,1.0,1.1426666666666667
96,1998,2.611272172093527,-667.5909167737154,-3219.221532126702,-17483.679059550337,6828.039372270868,0.6206,0.5747282608695652,0.1646,0.8922101449275363,0.0,0.6441624365482234,0.39910390900973125,1.0,1.3319999999999999
97,1998,2.471272172093527,536.1911385161387,-2651.8137200856395,8880.824555789406,6009.632537635187,0.5547,0.5181159420289855,0.2302,0.8509963768115942,0.0,0.6088344864289515,0.5052131981541285,1.0,0.8119999999999999
98,1998,2.101272172093527,-2939.2441501432804,-665.8351872655907,-24801.536693056172,4752.632302425829,0.6437,0.5584239130434783,0.2241,0.8745471014492754,0.0,0.6385292594510616,0.47226583961296237,0.9845360824742269,1.3853333333333333
99,1998,2.101272172093527,-356.9374831505275,-2857.2997012752526,-24801.536693056172,5231.521849665748,0.5604,0.5221920289855072,0.1654,0.7622282608695652,0.0,0.685086155674391,0.4471828232056499,1.0,0.94
100,1998,2.2312721720935267,-2706.25407492589,-3115.371652694335,-39387.803473303014,5901.031009972416,0.7064,0.6589673913043478,0.1269,0.9279891304347826,0.0,0.7101024890190337,0.48131287509471143,1.0,0.8306666666666667
101,1998,2.0612721720935268,-2997.491668947628,1139.028639914362,-18662.52306190516,4242.115374310826,0.6339,0.5230978260869565,0.332,0.9225543478260869,0.0,0.5670103092783505,0.5240115458912038,0.9767123287671233,0.8946666666666667
102,1998,1.9212721720935266,342.0327425016463,1087.9113096365836,-651.8450071075786,3527.387178004676,0.4156,0.3333333333333333,0.3925,0.8319746376811594,0.0,0.4006532389765923,0.3406070823356263,0.9550898203592815,1.3266666666666667
103,1998,1.9212721720935266,-201.61076633893353,1887.1940974747477,-651.8450071075786,3616.7963176721323,0.4378,0.3446557971014493,0.4103,0.8469202898550725,0.0,0.406951871657754,0.3322265473245837,0.9533678756476683,1.1800000000000002
104,1998,2.1912721720935266,1429.3197601828056,-3476.231392827185,-96066.09436012634,5697.459416536338,0.539,0.5104166666666666,0.2144,0.8269927536231884,0.0,0.617196056955093,0.4292270051192451,1.0,0.6013333333333333
105,1998,1.7912721720935267,1293.4088829726627,-1670.5950843549635,35114.45902621883,4519.367826975408,0.4517,0.4076086956521739,0.2942,0.8383152173913043,0.0,0.4862236628849271,0.4950557727502793,0.9959595959595959,1.1106666666666667
106,1998,1.9512721720935269,1856.468231414691,2763.715517631751,17363.99777586949,3931.4886433967285,0.3585,0.26992753623188404,0.4474,0.8020833333333334,0.0,0.3365330321852061,0.39213036583506805,0.9,1.2466666666666666
107,1998,2.321272172093527,-1638.3828968461792,2143.6244371788557,-19198.286418971238,4605.295046216983,0.5467,0.4338768115942029,0.3918,0.8768115942028986,0.0,0.49483471074380164,0.3866832434135723,0.9454253611556982,0.7666666666666666
108,1998,3.6712721720935266,1837.052391813241,-1314.2734268187305,-140171.78262803316,9156.675738718708,0.5448,0.5108695652173914,0.262,0.8383152173913043,0.0,0.6094003241491086,0.4757572011716525,1.0,0.9239999999999999
109,1998,3.6712721720935266,-2842.1649521360346,-2628.5388971810503,-140171.78262803316,9592.804911490059,0.8018,0.7563405797101449,0.0795,0.9202898550724637,0.0,0.8218503937007874,0.35146277010318233,1.0,1.0146666666666666
110,1998,3.6712721720935266,-492.8483603606727,-824.6451143308084,-140171.78262803316,9142.541541926028,0.6246,0.572463768115942,0.235,0.9139492753623188,0.0,0.626362735381566,0.5231903780676094,0.9956043956043956,1.2493333333333334
111,1998,1.591272172093527,-2512.095678911396,-19.82665486824774,2816.4342399891707,3277.2350566913906,0.5876,0.4995471014492754,0.307,0.8926630434782609,0.0,0.5596144089294774,0.4781623000208306,0.9822222222222222,0.7959999999999999
112,1998,1.591272172093527,730.3495345306328,-2882.0554297595527,2816.4342399891707,4220.822529304937,0.5028,0.4601449275362319,0.2329,0.8283514492753623,0.0,0.555494805904866,0.4735855176810229,1.0,1.0333333333333332
113,1998,1.591272172093527,-1327.729463222991,960.0354482476936,2816.4342399891707,3115.1355283001135,0.5123,0.4125905797101449,0.3727,0.8677536231884058,0.0,0.4754697286012526,0.4205374387530051,0.9817444219066938,0.748
114,1998,2.7512721720935267,31.379308878458055,-1234.66357963274,-42796.47356047841,6886.665774586538,0.5755,0.5221920289855072,0.2551,0.8768115942028986,0.0,0.5955578512396694,0.5110964146516515,0.9987063389391979,0.86
115,1998,4.051272172093527,458.527780110342,2214.866396997696,-131657.05875074235,9689.888945739733,0.5588,0.4741847826086957,0.3642,0.8731884057971014,0.0,0.5430497925311203,0.4923915283705386,0.9377431906614786,0.988
116,1998,4.051272172093527,-900.5809919911062,-2500.495632929842,-131657.05875074235,11212.344448573142,0.7149,0.6816123188405797,0.1087,0.8790760869565217,0.0,0.7753735188047398,0.40703321288270583,1.0,1.02
117,1998,4.051272172093527,-2609.1748769186424,-258.7661432921609,-131657.05875074235,10118.925314352866,0.7489,0.6820652173913043,0.2102,0.9483695652173914,0.0,0.7191977077363897,0.39398656373298196,0.9859271523178808,1.0653333333333332
118,1998,4.051272172093527,2438.943419458168,1725.2932900653273,-131657.05875074235,9742.237296116235,0.4875,0.4121376811594203,0.361,0.8342391304347826,0.0,0.494028230184582,0.4070217200881257,0.9193548387096774,1.2706666666666666
119,1998,4.051272172093527,-745.2542751795131,2317.934419509771,-131657.05875074235,9784.646317442188,0.6134,0.5194746376811594,0.3496,0.9080615942028986,0.0,0.5720698254364089,0.4822285244792741,0.9311512415349887,0.8413333333333333
