id,scenario,bus_44_pvalue,bus_44_est,bus_44_min,bus_44_max
1,1,0.01,-0.11057176010175036,-0.13986992079841454,-0.10813397723150858
2,1,0.0,-0.11333726987491109,-0.15597834537498037,-0.12299001844344853
3,1,0.41,-0.12188894911407532,-0.13491553793486522,-0.1077400261701735
4,1,1.0,-0.17347788270702263,-0.15318581016338362,-0.1221837048945237
5,1,1.0,-0.13055150368862445,-0.12676615752315085,-0.10823650277276865
6,1,0.84,0.003011239536212962,0.002405320583509507,0.011296069278179832
7,1,0.98,-0.13756329777572066,-0.14106789229348132,-0.11926856961616054
8,1,0.365,-0.1436004226366342,-0.15551097331472036,-0.13433744238207354
9,1,0.47,-0.1465223311853375,-0.15848468470336682,-0.13554304639674747
10,1,0.21,-0.12264278146933744,-0.137411972396529,-0.11134528036323846
11,1,0.0,-0.10199294778076286,-0.14030801493413025,-0.10353180368789332
12,1,1.0,-0.13181652425587317,-0.1279963419039426,-0.10756621083661713
13,1,1.0,0.06933945987229917,0.10685986051489538,0.1697539574876763
14,1,1.0,-0.1460371900664047,-0.13699060465099447,-0.1009392251314346
15,1,0.95,-0.1353620165600289,-0.1379404406563639,-0.11631544333481102
1,2,0.115,-0.11923266838608083,-0.14403984901420866,-0.11198710862497847
2,2,0.0,-0.12448439041807467,-0.17261950677392404,-0.13896572572102334
3,2,0.94,-0.13233382081774042,-0.13538525301570778,-0.1166156124681438
4,2,1.0,-0.17249433845584,-0.15110554549326177,-0.11652588652698467
5,2,0.995,-0.15713986308323327,-0.1601712619271325,-0.1283584895516337
6,2,0.505,0.001328793907292125,0.0010856738927575993,0.006010547851883485
7,2,1.0,-0.15991933213687873,-0.1414006441711813,-0.12186103330203332
8,2,1.0,-0.15445284658177005,-0.15067394288836405,-0.1272658386513169
9,2,1.0,-0.15717064291005506,-0.15392858237763127,-0.13255320249822802
10,2,0.92,-0.1716579906279871,-0.17853267097432468,-0.14873923460637917
11,2,0.135,-0.12675299419296787,-0.1515190987479433,-0.11923465322138992
12,2,0.615,-0.15179773122837442,-0.16437038851023694,-0.13692017062131487
13,2,1.0,0.018147750317472733,0.028109560360148,0.07662973369070492
14,2,0.99,-0.14815566997944712,-0.1493572414840274,-0.11018743366579815
15,2,1.0,-0.18145368306599005,-0.17589384822391696,-0.14246791222908683
1,3,0.35,-0.12670260468421377,-0.14344665464266587,-0.11422168628562873
2,3,0.99,-0.15034714147050873,-0.1552644246767615,-0.11565546335055517
3,3,0.84,-0.1537435487583071,-0.16539034481762932,-0.12911302183070109
4,3,1.0,-0.1703152391121428,-0.13933466951891102,-0.1160821230008007
5,3,1.0,-0.15416133053508918,-0.14246513403987326,-0.11260335836421934
6,3,0.4,0.01680081944553935,0.009760191581035027,0.02431383104514051
7,3,0.25,-0.12627150121080868,-0.14237833514453502,-0.11131698697351701
8,3,0.335,-0.15251280769573103,-0.17134813800140905,-0.13918929262577123
9,3,0.06,-0.1452715267725407,-0.1720443546088231,-0.14078291891234712
10,3,0.53,-0.1332157182044392,-0.14951962894278698,-0.11957121652437368
11,3,0.0,-0.1063352418012832,-0.15894616918405585,-0.11786815837131438
12,3,0.82,-0.13606866923446126,-0.1454550495462814,-0.11796306566426429
13,3,1.0,0.0003169102729365658,0.0003169102729365658,0.002912230756157319
14,3,0.93,-0.15619474229498181,-0.16144753040397822,-0.13183621613366947
15,3,0.02,-0.11140377796276289,-0.1418531371599089,-0.11050143958352357
1,4,0.305,-0.13703858228671048,-0.14747525525045718,-0.13057838224461168
2,4,0.14,-0.1371386379218182,-0.1546314047759313,-0.12996805745245943
3,4,0.975,-0.14463082386164755,-0.14826137705279632,-0.12909748320589276
4,4,1.0,-0.1654917437300853,-0.15393429765172645,-0.13151409317097912
5,4,1.0,-0.14206397103707555,-0.13881073993621657,-0.11945534847631942
6,4,0.99,0.003131273903873799,0.002766246086119084,0.016786533557467065
7,4,1.0,-0.14367708966991663,-0.14184988090164655,-0.12339297195799098
8,4,1.0,-0.14754966397075847,-0.14748131079634824,-0.12910997757506187
9,4,0.955,-0.14617472803675918,-0.1480210905061656,-0.13148270787257565
10,4,0.7,-0.13812654124785845,-0.15079786909796805,-0.12486061064082893
11,4,0.995,-0.16209205136836644,-0.16438623635759597,-0.13505721967004178
12,4,1.0,-0.14330144153591076,-0.1380943874694161,-0.1217455142971918
13,4,1.0,0.021700101315840437,0.051854814154358886,0.10575426470565863
14,4,1.0,-0.15035693947479292,-0.14558280131641857,-0.11933153500624019
15,4,0.995,-0.15290165435880446,-0.1547283020286396,-0.12840664538600588
1,5,0.0,-0.11633335944551776,-0.14429311179055807,-0.11695897445379243
