id,scenario,bus_44_pvalue,bus_44_est,bus_44_min,bus_44_max
1,1,0.03,-0.10903070250281793,-0.13496185583519135,-0.10673523809895706
2,1,0.0,-0.10111175157193947,-0.14200908095172257,-0.10847024721048142
3,1,0.45,-0.123906235621858,-0.1375882217571457,-0.11140245913420246
4,1,1.0,-0.15779560936834502,-0.15454497201272616,-0.12010997109955258
5,1,0.985,-0.12407977786664534,-0.1267483411920908,-0.10300801332191759
6,1,0.875,0.0024891338529489104,0.002084098959789671,0.010359338613343372
7,1,0.905,-0.12493765011725336,-0.1316628054623124,-0.11039784769103339
8,1,0.01,-0.11413570101189106,-0.13360037033076344,-0.11354573395512126
9,1,0.04,-0.11654725561701086,-0.13487399039926318,-0.1099879463907724
10,1,0.275,-0.11724963695944889,-0.13546071434277993,-0.10644414314784349
11,1,0.005,-0.10106144355695947,-0.13735254973652034,-0.09744319132709697
12,1,0.995,-0.12460018025175476,-0.12673635555902826,-0.10679425893489546
13,1,1.0,0.0683205489929175,0.10218612963118257,0.16817005513909122
14,1,0.705,-0.12944389431298864,-0.1446567762058359,-0.11162627134523911
15,1,0.33,-0.11934973852895357,-0.13727111976526382,-0.10420281291299213
1,2,0.05,-0.13611798208485365,-0.16010295962862006,-0.13101707770902205
2,2,0.16,-0.16114575836298226,-0.1841715745074061,-0.150696182001631
3,2,1.0,-0.16185164378856634,-0.15572365028194005,-0.13287026714057898
4,2,1.0,-0.17992704717111382,-0.1626523303429028,-0.12756305159922524
5,2,1.0,-0.1683258627222507,-0.1656957181918427,-0.13860826132861548
6,2,0.19,0.0005920248690940433,0.00026727041330198986,0.005441704303792871
7,2,1.0,-0.16127048871956487,-0.15386380706551714,-0.13493441144233076
8,2,0.445,-0.15431574079985658,-0.16631111731741038,-0.1415570269676294
9,2,0.175,-0.1807659513270967,-0.2014067811420235,-0.1711839422399336
10,2,0.92,-0.15887441198367117,-0.1684762607816009,-0.14295989511226806
11,2,0.565,-0.14871413675324638,-0.1652633608245392,-0.13012312218586206
12,2,0.955,-0.16823579155710194,-0.17341531484834397,-0.14772092071572396
13,2,1.0,0.026768200272888176,0.04119547659747136,0.10090922527418789
14,2,1.0,-0.17221300055376368,-0.16208399654315586,-0.12941570400981536
15,2,1.0,-0.2045335169404542,-0.1767643534544204,-0.14896110458996206
1,3,0.98,-0.15573198235890123,-0.15844792220034057,-0.12394625772652731
2,3,0.025,-0.12025011868661058,-0.14577792309971566,-0.1170333882875952
3,3,0.585,-0.12514381727198787,-0.13519935176432424,-0.11132377479439759
4,3,1.0,-0.15600088667507148,-0.14862926479271604,-0.12232244551020204
5,3,0.995,-0.12615442889373732,-0.1266347447797041,-0.10935828399999556
6,3,0.935,0.0023699603962012983,0.0019296789985803198,0.013321500600652403
7,3,0.605,-0.1224701442827773,-0.12966082616170105,-0.11027661440563462
8,3,0.195,-0.1390402403576804,-0.15197158551000886,-0.12893787222838246
9,3,0.62,-0.14445152448934614,-0.15536449695823054,-0.13111561687367893
