id,fbus_intern,tbus_intern,fbus_extern,tbus_extern,rating,dc,wls_pvalue,wls_est,wls_min,wls_max,block_pvalue,block_est,block_min,block_max
99,36,48,69,81,1300,true,0.0,0.19048317219467337,0.05521456060595953,0.1154064971196116,0.0,0.19048317219467337,0.01792005965064125,0.18125184303246145
100,15,48,48,81,1250,true,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
