id,bus_intern,bus_extern,type,wls_pvalue,wls_est,wls_min,wls_max,block_pvalue,block_est,block_min,block_max
34,22,55,Wind,0.2,0.05948439749953982,0.04168663877155021,0.0738457789604845,0.145,0.05948439749953982,0.01403425840329886,0.08126720362621098
35,23,56,Wind,0.09,0.04416146795789011,0.019584871735844445,0.05534091924097151,0.04,0.04416146795789011,0.011817967120917316,0.06678985541984872
36,24,57,Wind,0.11,0.030033308493838895,0.012337796000820855,0.03779794745924292,0.005,0.030033308493838895,0.006178848136952464,0.03863387156589049
37,27,60,Wind,0.455,0.011023870305372885,0.0043658372224157915,0.020788525681235015,0.31,0.011023870305372885,0.0037477670297816346,0.0195067074660904
38,29,62,Wind,0.595,0.009358674609983186,0.003858124257813955,0.01973661141872185,0.81,0.009358674609983186,0.0045881377897787345,0.05158658904149238
39,18,51,Wind,0.165,0.03393772948701068,0.018534200798014044,0.04432838869942257,0.2,0.03393772948701068,0.013086458156545522,0.06568837468012445
40,32,65,Wind,0.715,0.010546284475659418,0.005249750470091241,0.023532549627971244,0.76,0.010546284475659418,0.005074508579296699,0.04347789512346689
41,38,71,Wind,0.0,0.054840916850860566,0.014140320193036349,0.03992765749505578,0.0,0.054840916850860566,0.0067526666865656,0.04949550871564545
42,15,48,Wind,0.005,0.06845379469105106,0.03037208171187311,0.06968872956418748,0.0,0.06845379469105106,0.016742878079641255,0.06798363557608011
43,12,45,Wind,0.66,0.03316456934736278,0.022538849190679056,0.052312796053759936,0.235,0.03316456934736278,0.010942536516665324,0.07901997724410448
44,14,47,Wind,0.06,0.04328741049467544,0.020562556210372396,0.05527802769841861,0.06,0.04328741049467544,0.01122841146951492,0.05826807781750931
45,9,42,Wind,0.105,0.06848519004258735,0.040105350652406724,0.07961797269922455,0.06,0.06848519004258735,0.021288604741181327,0.09433698915413968
46,6,39,Wind,0.0,0.06743418117931199,0.02292980049816995,0.05802269101533497,0.0,0.06743418117931199,0.005629698416786066,0.058062702219133566
47,44,77,Wind,0.0,0.04307433936087257,0.01403386622309677,0.038541699796041495,0.005,0.04307433936087257,0.005694235176330054,0.04315529231297344
48,41,74,Wind,0.0,0.059447299518791574,0.013491355183495646,0.04162826843165712,0.0,0.059447299518791574,0.005354517715936424,0.03210961526997291
49,49,82,Wind,0.065,0.016048178862605234,0.00690441731442526,0.021269669507021582,0.28,0.016048178862605234,0.0075458444800799995,0.024125501203765776
50,46,79,Wind,0.0,0.061385299731147924,0.017141692579752288,0.04760789903714935,0.0,0.061385299731147924,0.005138699936185098,0.03410008249580976
51,47,80,Wind,0.0,0.06069808213756067,0.018197484825382748,0.04529164388420659,0.0,0.06069808213756067,0.004978572586770369,0.030514338465461588
52,47,80,Wind,0.0,0.04668449241859074,0.018428386702031396,0.04492203185554944,0.0,0.04668449241859074,0.010399860863450794,0.04481267327933569
53,46,79,Wind,0.8,0.016231877186161148,0.012753744600979777,0.02829077090975196,0.83,0.016231877186161148,0.010062939108085311,0.03329074958350309
54,22,55,SolarUPV,0.42,0.046922650918763686,0.034501679651826045,0.06062837138447641,0.45,0.046922650918763686,0.023766328646924073,0.09999324420836775
55,23,56,SolarUPV,0.01,0.03964579120984313,0.020051699524711974,0.041584090971320986,0.345,0.03964579120984313,0.019976661957544994,0.08664672293880615
56,24,57,SolarUPV,0.275,0.022077752814559037,0.012909696769925816,0.032871370335909145,0.555,0.022077752814559037,0.011327445477186782,0.052258917137486094
57,27,60,SolarUPV,0.125,0.012786577946678035,0.00414121584776006,0.016246883928545897,0.195,0.012786577946678035,0.004319190778253601,0.023277635615907455
58,29,62,SolarUPV,0.0,0.02370998430474902,0.007851815103725457,0.022372495893721034,0.06,0.02370998430474902,0.006870257212806763,0.031861403377608344
59,18,51,SolarUPV,0.365,0.038798288881607856,0.025105229693470843,0.053180644858802584,0.27,0.038798288881607856,0.01852015237451754,0.0837412288778503
60,32,65,SolarUPV,0.67,0.013917111797330683,0.008929710395977342,0.025940175979239033,0.8,0.013917111797330683,0.009151322281772067,0.041415122820063655
61,38,71,SolarUPV,1.0,0.010297508791194288,0.013116699462348835,0.027322820856798602,0.99,0.010297508791194288,0.008226665329873706,0.03340476890296151
62,12,45,SolarUPV,0.7,0.044186875424248484,0.026720660940466878,0.06735259190268605,0.18,0.044186875424248484,0.015846314785541438,0.09503179526086214
63,9,42,SolarUPV,0.3,0.051716688059783245,0.03392934442787965,0.06517895901175841,0.39,0.051716688059783245,0.024124824670788136,0.10657366379406863
64,6,39,SolarUPV,0.47,0.022436952962408663,0.013531586535093565,0.03407267696274041,0.075,0.022436952962408663,0.003749319946859453,0.04184298506167594
65,44,77,SolarUPV,0.005,0.028869130552771072,0.013982006066364239,0.029091684745417457,0.005,0.028869130552771072,0.0100798173547747,0.03070668970994639
66,46,79,SolarUPV,0.81,0.016135289329566316,0.011286331420276685,0.029573652631810443,0.63,0.016135289329566316,0.008052124294047225,0.04776512313956305
67,47,80,SolarUPV,0.0,0.04604137157805699,0.018250143535880614,0.03893013472565654,0.0,0.04604137157805699,0.009501098677348718,0.031091723704164576
