id,bus_intern,bus_extern,type,wls_pvalue,wls_est,wls_min,wls_max,block_pvalue,block_est,block_min,block_max
4,22,55,Hydro,0.89,0.028066393112771593,0.021617370514277034,0.04450891071895624,0.705,0.028066393112771593,0.015245588280599964,0.07683187033980499
5,15,48,Hydro,0.27,0.036924395920754804,0.02245606582623738,0.04781922395496352,0.245,0.036924395920754804,0.013828676510942106,0.06744798264855056
6,1,21,Import,0.025,0.019412452991661278,0.005038482418781909,0.021835775908590316,0.04,0.019412452991661278,0.005814381215555331,0.023024138810854966
7,2,29,Import,0.39,0.024977571830467893,0.014604007226741933,0.03352927731322031,0.4,0.024977571830467893,0.014674817588511191,0.035601317551068545
8,2,29,Import,0.855,0.015877539361767168,0.012772727804396533,0.031188236436688,0.91,0.015877539361767168,0.010678853007695777,0.029412618010037805
9,2,29,Import,0.565,0.019307594922461258,0.009380943114839502,0.033039750456847594,0.575,0.019307594922461258,0.0112327795977889,0.03203747485201247
10,2,29,Import,0.145,0.027706382425386478,0.015251876449118962,0.034079075981962914,0.265,0.027706382425386478,0.013583691502628836,0.03468029165511877
11,2,29,Import,0.275,0.02476713216455928,0.01463362728296258,0.0351105704525152,0.325,0.02476713216455928,0.015033976763400014,0.0343146706068318
12,2,29,Import,0.06,0.031015331613189145,0.017175977627881922,0.03934343982050614,0.215,0.031015331613189145,0.01514766601426909,0.04149128187874429
13,2,29,Import,0.315,0.02486148987591208,0.015447194243574769,0.03437885302608268,0.45,0.02486148987591208,0.014842583564623313,0.03787564768441665
14,3,35,Import,1.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16,1.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
15,52,103,Import,0.105,0.04367034773231482,0.024972158554634527,0.05625343252563586,0.075,0.04367034773231482,0.020479022687567516,0.053751815511616785
16,52,103,Import,0.06,0.029454438924108706,0.014836445560177713,0.03628311293180775,0.14,0.029454438924108706,0.016759346291516986,0.03537463620844217
17,52,103,Import,0.725,0.01937088263446962,0.015057218743839806,0.03497038986970735,0.61,0.01937088263446962,0.013243450755342723,0.031131675184042473
18,52,103,Import,0.6,0.021628523236746355,0.011636742721696125,0.03588441137683396,0.645,0.021628523236746355,0.014061131594510945,0.034526989935738106
19,50,100,Import,0.105,0.048756579424674484,0.03124920453092095,0.05997178913592727,0.3,0.048756579424674484,0.026559030836724062,0.1188961400101709
20,52,103,Import,0.04,0.03698479501840013,0.017685268723301784,0.04263805116551844,0.055,0.03698479501840013,0.0201735167975976,0.049960050037579196
21,55,132,Import,0.255,0.023347021128118817,0.013318376023029765,0.030785588806013342,0.22,0.023347021128118817,0.011601151466481996,0.03317817057186967
22,55,132,Import,0.195,0.02299614901326552,0.011737273106005253,0.03128343837076408,0.265,0.02299614901326552,0.010143593424223996,0.030150370478721156
23,55,132,Import,0.425,0.021426513784182033,0.013442377088852764,0.03162151920677014,0.515,0.021426513784182033,0.012023210596042277,0.03355802836257715
24,55,132,Import,0.675,0.016073097274733827,0.009710442728807278,0.02539231719323287,0.535,0.016073097274733827,0.00885665492032639,0.026378688346696544
25,55,132,Import,0.165,0.020645416804389916,0.010469093000643026,0.027778246185471867,0.1,0.020645416804389916,0.008980018650504684,0.025889277891164797
26,55,132,Import,0.75,0.018447131468421807,0.013179694909284168,0.02895704361036322,0.865,0.018447131468421807,0.012656648629432832,0.03243891960688994
27,55,132,Import,0.39,0.021836444004270428,0.01278322197228099,0.034421396279672445,0.5,0.021836444004270428,0.012620068134702622,0.03595849555333852
28,55,132,Import,0.015,0.03142228073924058,0.0150694135646956,0.03424719109609842,0.055,0.03142228073924058,0.01594510643146596,0.04498330786879179
29,56,134,Import,1.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16,1.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
30,55,132,Import,0.01,0.04118671305682864,0.019573304955103454,0.044998808771193,0.16,0.04118671305682864,0.023494062042379804,0.058606953915896876
31,56,134,Import,1.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16,1.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
32,55,132,Import,0.225,0.01854910753920902,0.009002296400346443,0.023760688067656188,0.33,0.01854910753920902,0.010168065164443574,0.029898240830702916
