id,fbus_intern,tbus_intern,fbus_extern,tbus_extern,rating,dc,wls_pvalue,wls_est,wls_min,wls_max,block_pvalue,block_est,block_min,block_max
99,36,48,69,81,1300,true,0.0,0.11688563912852956,0.053449675443959954,0.09234025660469936,0.0,0.11688563912852956,0.018963246090640595,0.10864288200483951
100,15,48,48,81,1250,true,0.06,0.04494253386909497,0.026961258884866446,0.05057300533443332,0.0,0.04494253386909497,0.00671192073691973,0.042557571760140966
