id,bus_intern,bus_extern,type,wls_pvalue,wls_est,wls_min,wls_max,block_pvalue,block_est,block_min,block_max
4,22,55,Hydro,0.09,0.04346005120323282,0.026913905586764653,0.04917760063938781,0.285,0.04346005120323282,0.030131902760591966,0.05552804486937424
5,15,48,Hydro,0.97,0.020416381808280315,0.018154798595667154,0.036672727206160216,0.94,0.020416381808280315,0.016542881821198785,0.03702830562787729
6,1,21,Import,0.97,0.00035570521668559785,0.0002945079460314748,0.008283228371778195,0.995,0.00035570521668559785,0.00031115946585269505,0.009836896429802122
7,2,29,Import,0.03,0.033043252659739286,0.017427016790779737,0.034624994077550264,0.065,0.033043252659739286,0.01842272161016134,0.03852161610697258
8,2,29,Import,0.985,0.011738360160670647,0.011366487547898485,0.02550097731638279,0.995,0.011738360160670647,0.011497628560013462,0.028650781805313885
9,2,29,Import,0.365,0.018823288352438405,0.010123240159610303,0.0292724995858904,0.425,0.018823288352438405,0.010830985684038508,0.027955500025700575
10,2,29,Import,0.13,0.033725237964700616,0.019723302409600185,0.04236247643488755,0.07,0.033725237964700616,0.01961733110708752,0.042627080188364586
11,2,29,Import,0.255,0.027404927166420512,0.016140007293658387,0.03472091939841371,0.31,0.027404927166420512,0.01766601796909062,0.03437205349856387
12,2,29,Import,0.425,0.029818159870227623,0.018984686116117144,0.038563949338700665,0.59,0.029818159870227623,0.023088541012081576,0.04057968209217111
13,2,29,Import,0.915,0.02284540177819827,0.019052377097698026,0.03984115308994496,0.92,0.02284540177819827,0.018809808668507122,0.0398242930387791
14,3,35,Import,0.495,0.005816542706332806,0.002768129434034483,0.011545570550679285,0.935,0.005816542706332806,0.0036800130918932528,0.019614445762411448
15,52,103,Import,0.21,0.03525814058146781,0.020183234965289953,0.0436305817881093,0.25,0.03525814058146781,0.02209114796475986,0.04446962610039651
16,52,103,Import,0.94,0.021716627600771643,0.019084892442740253,0.041708125342662994,0.965,0.021716627600771643,0.017819684539458924,0.039888095971008175
17,52,103,Import,0.58,0.02226846379460068,0.014102321260188733,0.030914704965405937,0.69,0.02226846379460068,0.014983407734987297,0.03305953057505895
18,52,103,Import,0.875,0.02310476881886525,0.014031604674037856,0.037840897330314816,0.865,0.02310476881886525,0.019497282139691263,0.04080506419729324
19,50,100,Import,0.04,0.048008605756490796,0.03137650773297129,0.05060171845315531,0.04,0.048008605756490796,0.026827802659492805,0.05216882006031409
20,52,103,Import,0.99,0.023828822988349208,0.022295314778207453,0.041951324609433405,0.975,0.023828822988349208,0.020351789189760217,0.0411610548635426
21,55,132,Import,0.03,0.03069894134993434,0.016083088257840883,0.034376113719594814,0.05,0.03069894134993434,0.015588580698471466,0.0349407268774653
22,55,132,Import,0.93,0.017666275631629036,0.014083249467929937,0.03543444470977852,0.92,0.017666275631629036,0.013811538621192332,0.034727451921829244
23,55,132,Import,0.28,0.026425206007310686,0.016975603370895653,0.03768067693114774,0.33,0.026425206007310686,0.01573642718865753,0.037930170282621356
24,55,132,Import,0.395,0.01815993119736148,0.010348433880131624,0.029297853918404337,0.405,0.01815993119736148,0.009596822087164503,0.028097490321267182
25,55,132,Import,0.985,0.00978290575926466,0.008684478775718096,0.023981621340434023,0.995,0.00978290575926466,0.009506350907363403,0.02409259664516905
26,55,132,Import,0.06,0.03153009840538634,0.017192891967939383,0.037663181998685014,0.055,0.03153009840538634,0.017164133582513452,0.038311212674991824
27,55,132,Import,0.855,0.019474064737538432,0.014181268660512947,0.032738721293547934,0.87,0.019474064737538432,0.015707920037651535,0.03579247121467577
28,55,132,Import,0.72,0.024117664009255746,0.01487263930622773,0.037338561843534235,0.695,0.024117664009255746,0.017752129809626593,0.037828471404077524
29,56,134,Import,0.965,0.0004067939091110251,0.0003454592562588399,0.004980201750022006,0.965,0.0004067939091110251,0.00027981433549961743,0.011418115188694733
30,55,132,Import,0.945,0.025839057778559882,0.02307590021348971,0.044180958102034706,0.975,0.025839057778559882,0.022585205485071702,0.04338319425930748
31,56,134,Import,1.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
32,55,132,Import,0.77,0.013994333045280305,0.008844500754684903,0.027964152410268506,0.745,0.013994333045280305,0.009237835597227795,0.029645941968321265
