id,bus_intern,bus_extern,type,wls_pvalue,wls_est,wls_min,wls_max,block_pvalue,block_est,block_min,block_max
4,22,55,Hydro,0.16,0.07264155765141878,0.05068955959735311,0.08880203889968596,0.185,0.07264155765141878,0.03316464143024911,0.1281532756558348
5,15,48,Hydro,0.28,0.047975360196136574,0.03399454206193342,0.056691708554398534,0.315,0.047975360196136574,0.020252969582644997,0.07657514860528147
6,1,21,Import,0.255,0.00865858084287785,0.0033144569567795656,0.014363017778888043,0.545,0.00865858084287785,0.0034797621459903283,0.016181967047495416
7,2,29,Import,0.82,0.025252930837572407,0.016625987400627373,0.0394940850795642,0.885,0.025252930837572407,0.01802822524139014,0.03858352773298712
8,2,29,Import,0.13,0.027526555484241655,0.014365569169051184,0.033853251727168576,0.175,0.027526555484241655,0.015479356279548107,0.03392556566223348
9,2,29,Import,0.57,0.02058019536404876,0.013483829402340497,0.031117103861169948,0.69,0.02058019536404876,0.013821830188036177,0.03351924058834932
10,2,29,Import,0.56,0.028425809997457918,0.019262450606572834,0.040464916816934426,0.575,0.028425809997457918,0.020219000882270244,0.041352090301616684
11,2,29,Import,0.095,0.033165802356666774,0.01684288149742308,0.040042260644218786,0.125,0.033165802356666774,0.015908683498509824,0.04765774919644983
12,2,29,Import,0.155,0.03608148634400976,0.021906245527201662,0.040986946533310586,0.305,0.03608148634400976,0.023019030871897606,0.04981836324497557
13,2,29,Import,0.5,0.03149234668709511,0.021301248884566526,0.042385568082011105,0.67,0.03149234668709511,0.023681358454167523,0.048023017429080994
14,3,35,Import,0.0,0.06152406033744162,0.028004043450426064,0.059499528680919234,0.005,0.06152406033744162,0.007963971331137465,0.061567309338590004
15,52,103,Import,0.15,0.03787595567349644,0.023594055162509342,0.04468856240501751,0.32,0.03787595567349644,0.024111713769250365,0.0535290014588341
16,52,103,Import,0.305,0.03158214140407711,0.020292519339384363,0.04113615703635176,0.38,0.03158214140407711,0.019586702853512605,0.0401828290731423
17,52,103,Import,0.76,0.024284623458126653,0.01358249528373534,0.037293888050221824,0.695,0.024284623458126653,0.017988897312202212,0.036667189352825424
18,52,103,Import,0.805,0.024766872046312116,0.02046630671889016,0.0469664047374323,0.845,0.024766872046312116,0.019630969879453453,0.040425575902172994
19,50,100,Import,0.0,0.07411866434271608,0.026594632300374732,0.05321543106930959,0.02,0.07411866434271608,0.034141827198386876,0.1377115571634151
20,52,103,Import,0.12,0.03544913589553822,0.02206045829207781,0.04618821928106609,0.14,0.03544913589553822,0.021967938448451463,0.04059430127714947
21,55,132,Import,0.525,0.025420440684390755,0.01844368876208069,0.04048787730931913,0.595,0.025420440684390755,0.016813630215057884,0.039560908325860566
22,55,132,Import,0.165,0.029032396881470746,0.015951688642877215,0.03510995130953454,0.205,0.029032396881470746,0.017238492216032242,0.03787871481310923
23,55,132,Import,0.535,0.02669434562897699,0.017272700157649368,0.03971075165835014,0.475,0.02669434562897699,0.01618436479251084,0.038870713416224056
24,55,132,Import,0.5,0.020589385695404694,0.014007472690806377,0.032489230558825355,0.46,0.020589385695404694,0.012195543088214134,0.03094992885920078
25,55,132,Import,0.6,0.019539700019039152,0.012701946924090102,0.032430246710268396,0.645,0.019539700019039152,0.01337175687546166,0.03237892845724488
26,55,132,Import,0.87,0.02244615670570571,0.016463659771442707,0.034168522455046535,0.825,0.02244615670570571,0.01843069391333163,0.04077080546682765
27,55,132,Import,0.04,0.03334898812200038,0.016608356633724064,0.04131015807329952,0.075,0.03334898812200038,0.016201153521760325,0.04043281328186943
28,55,132,Import,0.55,0.02813352553737669,0.01953354725126122,0.04118306722251486,0.645,0.02813352553737669,0.018176728167353495,0.05187149599552132
29,56,134,Import,0.05,0.01124526121879299,0.002351529967355326,0.01307764769303077,0.015,0.01124526121879299,0.0017476946669314763,0.011423789229770165
30,55,132,Import,0.22,0.03478044037118533,0.023192185302869817,0.04570482228484796,0.545,0.03478044037118533,0.022148159047533866,0.06121609034432307
31,56,134,Import,0.28,0.0016036118472149141,0.0004940101873494029,0.003534054730106817,0.53,0.0016036118472149141,0.0004940101873494029,0.006503923119769439
32,55,132,Import,0.665,0.019119646252232947,0.012199701960451392,0.030630086722434502,0.705,0.019119646252232947,0.009376821763956489,0.030399602091035316
